"ramName","ramPrice","ramScore"
"Crucial Technology 18ASF1G72PZ-2G3B1 8GB",NA,12494
"Crucial Technology CT25664BA1067.M16F 2GB",19.99,12494
"Kingston KHX1866C10D3/8G 8GB",NA,12494
"Corsair CMZ16GX3M4A1866C9 4GB",159.99,12494
"SpecTek Incorporated DATEN 4GD16 11/14 4GB",NA,12494
"SK Hynix DMT325U6BFR8C-H9 2GB",NA,12492
"Kingston 9905403-191.A00LF 4GB",NA,12491
"Corsair CMZ4GX3M1A1600C9 4GB",24.99,12491
"Corsair CM3X2G1600C9B6 2GB",NA,12488
"G Skill Intl F3-16000CL9-2GBRM 2GB",NA,12484
"Crucial Technology RM51264BA1339.16FD 4GB",NA,12482
"Silicon Power Computer & Communications SP008GBLTU160N02 8GB",NA,12481
"Kingston 9905403-518.A00LF 8GB",NA,12479
"Kingston 9965669-027.A00G 16GB",NA,12477
"Team Group Inc. Vulcan 1600 4GB",NA,12471
"Samsung M471B5273CH0-CK0 4GB",20,12470
"Crucial Technology BLS4G4S26BFSD.8FE 4GB",NA,12469
"Kingston ACR16D3LS1KNG/4G 4GB",NA,12468
"Micron Technology 8ATF1G64HZ-2G3A1 8GB",NA,12466
"Kingston 99P5474-013.A00LF 4GB",NA,12466
"Crucial Technology CT51264BA160BJ.T8F 4GB",NA,12466
"Team Group Inc. TEAMGROUP-UD3-1600 8GB",NA,12465
"Crucial Technology CT4G4DFS8213.C8FAR1 4GB",NA,12464
"Shenzhen Yong Sheng Technology M378B1G73EB0-CK0 8GB",NA,12464
"Kingston 9905402-413.A00LF 2GB",NA,12464
"G Skill Intl F3-10666CL7-2GBXH 2GB",NA,12463
"Kingston 9905428-417.A00LF 8GB",NA,12460
"G Skill Intl F3-14900CL10-8GBXL 8GB",29.35,12460
"Kingston 9905734-180.A00G 16GB",NA,12457
"Corsair CMK256GX4M8D3000C16 32GB",NA,12457
"Kingston HP497157-D88-ELFWG 2GB",NA,12457
"SanMax Technologies Inc. SMD-N4G28C1P-16KL 4GB",NA,12457
"Micron Technology 8JTF25664AZ-1G6M1 2GB",NA,12457
"Golden Empire CL11-11-11 D3-1600 4GB",NA,12456
"Kingston 99U5402-047.A00LF 2GB",NA,12455
"Kingston ACR16D3LU1KFG/8G 8GB",NA,12452
"Avexir Technologies Corporation DDR3-1600 CL11 4GB 4GB",NA,12451
"Team Group Inc. Team-Elite-1066 4GB",NA,12451
"Micron Technology 4JTF25664AZ-1G6E1 2GB",NA,12442
"Wilk Elektronik S.A. GR2133D464L15S/4G 4GB",NA,12439
"Corsair CMX6GX3M3A1333C9 2GB",NA,12439
"Kingston 9905622-051.A00G 8GB",NA,12438
"Apacer Technology 78.B1GET.CPZ0C 4GB",NA,12438
"Hynix Semiconductor (Hyundai Electronics) HMT41GS6MFR8A-PB 8GB",NA,12433
"Corsair CMZ16GX3M4X1866C9 4GB",143.33,12433
"Crucial Technology BLS8G3D169DS3.16FE 8GB",34.95,12432
"Corsair CMSO8GX3M1C1600C11 8GB",57,12430
"Hynix Semiconductor (Hyundai Electronics) HMT125U6TFR8C-H9 2GB",NA,12429
"Elpida EBJ20UF8BDW0-GN-F 2GB",NA,12428
"Kingston 9905428-428.A00LF 8GB",NA,12428
"G Skill Intl F3-10666CL9-4GBSR 4GB",NA,12427
"Crucial Technology CT16G4SFD824A.M16FR 16GB",NA,12424
"Kingston 99U5402-030.A01LF 2GB",NA,12422
"Kingston 9905403-582.A00LF 8GB",NA,12413
"Crucial Technology BLT4G3D1608DT2TXRG 4GB",39.99,12413
"Crucial Technology CT102464BF186D.M16 8GB",NA,12410
"Golden Empire CL9-9-9 D3-1333 8GB",NA,12409
"G Skill Intl F3-1333C9-8GIS 8GB",NA,12407
"Micron Technology 16JTF25664AZ-1G4G1 2GB",NA,12407
"A-DATA Technology MIF4D1D167HZ1J 8GB",NA,12407
"G Skill Intl F3-1600C11-4GNS 4GB",NA,12406
"ATP Electronics Inc. XQ16E8E8GM-E-KU 8GB",NA,12405
"SanMax Technologies Inc. SMD-4G68CP-16KL-BK 4GB",NA,12403
"Kingston 9905428-200.A00LF 8GB",NA,12403
"Hynix Semiconductor (Hyundai Electronics) HMT351S6CFR8A-PB 4GB",NA,12400
"Kingston 9905471-084.A00LF 8GB",NA,12397
"Panram International Corporation PSD31600C118G2VS 8GB",NA,12394
"G Skill Intl F3-12800CL7-4GBXM 4GB",26.99,12392
"Crucial Technology BLS4G3D1609ES2LX0. 4GB",81.09,12389
"Walton Chaintech AU2G733-13GK905 2GB",NA,12387
"Corsair CMSA8GX3M2A1333C9 4GB",75.59,12387
"Kingston KHX1866C10D3/4GX 4GB",NA,12386
"Kllisre M378A1K43CB2-CRC 8GB",NA,12376
"SanMax Technologies Inc. 8G28N1P-16K 8GB",NA,12375
"EVGA 16G-D3-2400-MR 8GB",NA,12370
"Hynix Semiconductor (Hyundai Electronics) HMT325U6",NA,12368
"Hynix Semiconductor (Hyundai Electronics) HMT351U6BFR8C-H9 4GB",NA,12366
"Elpida EBJ21UE8BDF0-AE-F 2GB",NA,12365
"Corsair CMZ32GX3M4A1866C9 8GB",159.99,12365
"Crucial Technology CT4G4DFS8213.C8FAD1 4GB",20.99,12363
"Patriot Memory (PDP Systems) PSD34G1600L81S 4GB",17.99,12363
"Corsair CMZ32GX3M4X1866C10 8GB",228.99,12362
"Essencore Limited IMT451U6MFR8C-RA0 4GB",NA,12358
"Hynix Semiconductor (Hyundai Electronics) HMT325U6EFR8C-PB 2GB",NA,12358
"Crucial Technology CT4G4DFS824A.C8FDD2 4GB",NA,12353
"Kingston 9905403-199.A00LF 4GB",NA,12351
"Kingston 9905474-027.A00LF 4GB",NA,12350
"Kingston 9905471-001.A00LF 2GB",NA,12348
"Essencore Limited KD48GU880-32N220T 8GB",NA,12345
"Kingston HP655410-150-HYCG 4GB",NA,12344
"Avant Technology F6451U67F9333G 4GB",NA,12344
"Kingston 9905428-425.A00G 8GB",NA,12344
"Corsair CMZ8GX3M2A1600C9 4GB",89.98,12343
"Kllisre  8GB",NA,12342
"Kingston ASU16D3LS1KBG/4G 4GB",NA,12341
"A-DATA Technology DDR3 2600G 2OZ 4GB",NA,12340
"SK Hynix HMT325U6CFR8C-PB 2GB",NA,12339
"Kingston ACR16D3LU1MNG/4G 4GB",NA,12336
"Samsung M378B5773DH0-CK0 2GB",NA,12335
"Crucial Technology CT51264BA160B.C16F 4GB",10.29,12333
"Micron Technology 16KTF1G64AZ-1G9E1 8GB",NA,12331
"Nanya Technology M2S4G64CC88C4N-DI 4GB",NA,12329
"Century Micro Inc. CENTURY HQ MEMORY 1GB",NA,12327
"Crucial Technology CT51264BD160B.M16F 4GB",23.99,12323
"Crucial Technology BLS4G3D18ADS3.16FE 4GB",14.99,12323
"A-DATA Technology 10281763 4GB",NA,12322
"SK Hynix HMT451S6MFR8A-PB 4GB",NA,12322
"A-DATA Technology DDR3L 1333G 4GB",NA,12319
"Crucial Technology RM51264BA1339.16FR 4GB",NA,12319
"G Skill Intl F3-1600C10-8GSQ 8GB",NA,12318
"Corsair CMX12GX3M3A2000C9 4GB",144.99,12318
"Micron Technology 16JTF1G64AZ-1G4D1 8GB",NA,12318
"Crucial Technology BLS8G4S26BFSDK.8FD 8GB",NA,12317
"Mushkin 994008 4GB",NA,12316
"Crucial Technology CT51264BF160BJ.T8 4GB",NA,12312
"Kingston ASU16D3LU1KBG/8G 8GB",NA,12308
"Corsair CMZ8GX3M1A1866C10 8GB",58.99,12306
"A-DATA Technology DDR3 1600 4GB",NA,12302
"Corsair CMT128GX4M8C3000C15 16GB",NA,12298
"Hynix Semiconductor (Hyundai Electronics) HMT325U6BFR8C-H9 2GB",NA,12296
"Corsair CMX8GX3M2B1600C9 4GB",42.99,12295
"Kingston 9905403-447.A00LF 4GB",NA,12295
"Kingston KN2M64-ETB 8GB",44.99,12290
"Kingston 99U5474-037.A00LF 4GB",NA,12283
"ASint Technology SLA304G08-GGNHM 4GB",NA,12282
"Kingston KHX1866C10D3/8GX 8GB",NA,12278
"Wilk Elektronik S.A. GR1600S3V64L11/8G 8GB",NA,12277
"Kingston 99U5428-055.A00G 4GB",NA,12276
"Corsair CMD4GX3M2A1600C8 2GB",NA,12276
"Shenzhen Xingmem Technology Corp KHX1866C10D3/8G 8GB",NA,12273
"Micron Technology 16KTF1G64HZ-1G9P1 8GB",NA,12270
"Samsung M471B5773DH0-CK0 2GB",9,12268
"Kingston 9905622-025.A00G 4GB",NA,12266
"Micron Technology M393B5273DH0-YKO 8GB",NA,12263
"Apacer Technology 78.C1GEP.CP10C 8GB",NA,12262
"Samsung M474A1G43DB0-CPB 8GB",NA,12260
"Kingston ACR512X64D3U16C11G 4GB",NA,12260
"Corsair CMX8GX3M2A2000C9 4GB",99.99,12258
"Kingmax Semiconductor FLFF65F-C8KL9 4GB",NA,12256
"Samsung M378B5773DH0-CH9 2GB",NA,12255
"Kingston 99U5471-001.A00LF 2GB",NA,12251
"Kingston 9905471-006.A01LF 4GB",NA,12251
"G Skill Intl F3-2133C11-8GAR 8GB",NA,12250
"SK Hynix HMT451U6MFR8C-PB 4GB",NA,12250
"Samsung M471B5173QH0-YK0 4GB",40,12247
"Kingston 9905402-168.A00LF 2GB",NA,12246
"Kingston KHX1600C9S3/4G 4GB",NA,12241
"Crucial Technology CT25664BA160B.C8FE 2GB",30.99,12237
"Kingston 99U5428-040.A01G 4GB",NA,12234
"Kingston 9965643-006.A01G 8GB",NA,12231
"Hynix Semiconductor (Hyundai Electronics) HMA451U6MFR8N-TF 4GB",NA,12230
"Kingston 99U5469-041.A00LF 4GB",NA,12229
"SK Hynix HMT451S6MFR8C-H9 4GB",NA,12222
"Corsair CMP8GX3M2A1600C9 4GB",71.71,12220
"Smart Modular SH564128FJ8NWRNSQG 4GB",NA,12219
"Kingston 9965525-023.A00LF 4GB",NA,12217
"Kingston MSI16D3LS1KBG/8G 8GB",NA,12217
"Mushkin 994123R 8GB",NA,12215
"takeMS International AG TMS4GB364E081139PE 4GB",NA,12214
"Hynix Semiconductor (Hyundai Electronics) HMT451U6AFR8A-PB 4GB",NA,12212
"Samsung M471B1G73CB0-CK0 8GB",136.99,12211
"Kingston 99U5471-031.A00LF 8GB",NA,12211
"Hynix Semiconductor (Hyundai Electronics) HMT351S6EFR8A-PB 4GB",NA,12211
"Kingston 9905428-040.A00LF 4GB",NA,12211
"G Skill Intl F3-1866C9-8GSR 8GB",NA,12210
"G Skill Intl F3-1866C9-8GXM 8GB",NA,12209
"Crucial Technology CT8G4SFD8213.C16FHP 8GB",NA,12207
"Panram International Corporation PSD31600C114G2VS 4GB",NA,12196
"V-Color Technology Inc. TD4G16C9-Z8 4GB",NA,12194
"Kingston 9905428-093.A00LF 8GB",NA,12191
"Corsair CMR64GX4M8A2666C16 8GB",NA,12190
"Shenzhen Jinge Information Co. Ltd. BRBP51288G16C2666 8GB",NA,12189
"Corsair CMSO4GX4M1A2133C15 4GB",34.95,12189
"Smart Modular SH564128FJ8NWRNSQR 4GB",NA,12189
"Kingston K1N7HK-HYC 2GB",NA,12189
"Corsair CMD128GX4M8B3200C16 16GB",999.99,12188
"Kingston 99U5584-008.A00LF 4GB",NA,12187
"G Skill Intl F3-10666CL7-4GBRH 4GB",28.99,12186
"Corsair CMX8GX3M1A1333C9 8GB",136.99,12185
"Crucial Technology CT102464BF1339.C16 8GB",19.99,12185
"A-DATA Technology AM1L16BC8R2-B1NS 8GB",NA,12178
"SK Hynix HMT325U6CFR8C-H9 2GB",NA,12176
"Corsair CMY64GX3M8A2400C11 8GB",464.99,12172
"Kingston 99U5474-028.A00LF 4GB",NA,12171
"Kingston 99U5474-012.A00LF 2GB",NA,12168
"Kingston 99P5471-002.A01LF 2GB",NA,12167
"Kingston KF073F-ELF 2GB",NA,12165
"Kingston 9905474-050.A00LF 4GB",NA,12162
"Samsung M471B5173CB0-YK0 4GB",19,12159
"Silicon Power Computer & Communications SP008GLSTU160N01 8GB",NA,12156
"Kingston 9905584-015.A00LF 4GB",NA,12154
"Corsair CM3X8GA1600C10V2 8GB",NA,12154
"Kllisre M471A1K43CB1-CTD 8GB",NA,12152
"Golden Empire CL9-10-9 DDR3-1866 4GB",NA,12152
"Kingston 99U4342-017.A00G 4GB",NA,12151
"Corsair CMD128GX4M8A2400C14 16GB",999.99,12149
"Kingston 9905403-184.A00LF 4GB",NA,12149
"Corsair CMZ4GX3M2A1600C9 2GB",193.98,12146
"Kingston 99U5584-009.A00LF 4GB",NA,12145
"Nanya Technology M2S4G64CB8HG5N-CG 4GB",NA,12135
"Kingston 9905402-592.A00LF 4GB",NA,12133
"Strontium SRT8G86U1-P9H 8GB",NA,12131
"Samsung M393B5170GB0-CMA 4GB",NA,12130
"G Skill Intl F3-10666CL7-4GBXH 4GB",33.51,12129
"Teikon TMT41GS6BFR8A-PBHC 8GB",NA,12129
"Crucial Technology BLS4G3D169DS1J.8FN 4GB",NA,12128
"Kingston 9905403-172.A00LF 2GB",NA,12125
"Kingmax Semiconductor FLGG45F-D8KLB 8GB",NA,12124
"Nanya Technology NT4GC72B4NA1NL-BE 4GB",NA,12122
"Kingston 9965662-004.A00G 16GB",NA,12121
"SK Hynix HMT451S6AFR8A-PB 4GB",NA,12119
"Kingston 99U5428-017.A00LF 8GB",NA,12118
"Crucial Technology CT51264BD1339.M16F 4GB",18,12116
"Micron Technology 8KTF51264HZ-1G6E1 4GB",NA,12115
"Corsair CMY32GX3M4A2133C11 8GB",189.99,12114
"Transcend Information TS512MSK64W6H 4GB",NA,12108
"Corsair CMV8GX3M2A1333C9 4GB",47.65,12108
"Nanya Technology M2S4G64CC88B4N-DI 4GB",NA,12106
"Apacer Technology 78.B1GEP.9K00C 4GB",NA,12105
"Kingston 9905428-401.A00LF 8GB",NA,12099
"Kingston 9905403-006.A01LF 2GB",NA,12097
"Micron Technology 16JTF51264AZ-1G4H1 4GB",NA,12095
"Hynix Semiconductor (Hyundai Electronics) HMT41GU6AFR8A-PB 8GB",NA,12092
"Kingston 9905584-014.A00LF 4GB",NA,12091
"Transcend Information TX2000KLN-8GK 4GB",NA,12090
"Micron Technology 8KTF51264AZ-1G6N1 4GB",NA,12089
"A-DATA Technology 10242281 8GB",NA,12087
"Kingston 99U5471-021.A00LF 4GB",NA,12084
"Super Talent SUPERTALENT 2GB",NA,12083
"AMD AE38G1609U2 8GB",NA,12082
"SK Hynix HMT125U6DFR8C-H9 2GB",NA,12081
"Kingston 99U5582-008.A00G 4GB",NA,12081
"Corsair CMX64GX3M8A1333C9 8GB",692.67,12080
"Kllisre KRE-D3U1600M/8G 8GB",NA,12079
"InnoDisk Corporation M4S0-4GSSNCSJ 4GB",NA,12077
"Samsung M378B5173QH0-YK0 4GB",NA,12077
"Ramaxel Technology RMR5030KQ68F9F1600 4GB",NA,12077
"Corsair CMX64GX3M8A1600C11 8GB",299.99,12075
"Kingston 99U5417-021.A00G 4GB",NA,12074
"A-DATA Technology DDR3 1866 8GB",NA,12073
"Kingston 9965516-189.A00LF 16GB",NA,12073
"Corsair CMK128GX4M8A2666C16 16GB",999.99,12071
"Kingston 99U5428-073.A00G 8GB",NA,12070
"Nanya Technology M2F2G64CB88B7N-CG 2GB",NA,12069
"Samsung M393A2K43DB3-CWE 16GB",NA,12067
"Kingston 99U5403-034.A01LF 4GB",NA,12067
"Kingston 99U5471-006.A00LF 4GB",NA,12066
"G Skill Intl F3-12800CL7-2GBPI 2GB",NA,12066
"Micron Technology 18JSF1G72PZ-1G6E1 8GB",NA,12065
"Corsair CMZ8GX3M2X1600C7 4GB",69.99,12063
"Kingston 9905469-144.A00LF 4GB",NA,12063
"G Skill Intl F3-10666CL9-4GBXL 4GB",25.99,12062
"SK Hynix HMT351S6EFR8A-PB 4GB",NA,12060
"Corsair CMX8GX3M4A1600C9 2GB",64.99,12060
"Unifosa Corporation GU512303EP0202 2GB",NA,12059
"Transcend Information JM1600KSH-8G 8GB",NA,12058
"Nanya Technology NT2GC64B88G0NS-DI 2GB",NA,12057
"Corsair CMR64GX4M4A2666C16 16GB",NA,12054
"A-DATA Technology AO1L16BC4R1-BQ7S 4GB",NA,12050
"Kingston 9905403-198.A00LF 4GB",NA,12046
"Hynix Semiconductor (Hyundai Electronics) MPPU8GBPC1600 8GB",NA,12041
"Kingmax Semiconductor FLGG45F-D8WMB 8GB",NA,12037
"Corsair CMSO8GX3M2C1600C11 4GB",42.99,12031
"Avexir Technologies Corporation GD16004G51 4GB",NA,12030
"Kingston 9905402-411.A00LF 2GB",NA,12029
"OM Nanotech Pvt.Ltd V01D4L84GB5285282666 4GB",NA,12028
"Hynix Semiconductor (Hyundai Electronics) HMT451U7AFR8A-PB 4GB",NA,12028
"Kingston 99U5428-068.A00LF 8GB",NA,12028
"Hynix Semiconductor (Hyundai Electronics) HMT351S6EFR8C-PB 4GB",NA,12028
"SK Hynix HMT125S6TFR8C-H9 2GB",NA,12026
"Kingston TSB16D3LS1KFG/4G 4GB",NA,12024
"Micron Technology 18JSF51272AZ-1G9K1 4GB",NA,12024
"Corsair CML4GX3M1A1600C9 4GB",55.99,12024
"Micron Technology CT8G4DFD8213.16FA11 8GB",NA,12021
"G Skill Intl F3-10666CL9-8GBSQ 8GB",NA,12020
"Kingston 9905471-001.A01LF 2GB",NA,12015
"Ramaxel Technology RMT3160EB68FAW1600 8GB",NA,12014
"Carry Technology Co. Ltd. S3A8GA3-16GBJT3A00 8GB",NA,12014
"Kingston 9905403-174.A00LF 2GB",NA,12007
"Ramaxel Technology RMR1870EF48E8W1333 2GB",NA,12007
"Kingston 99U5471-012.A00LF 4GB",NA,12005
"Hynix Semiconductor (Hyundai Electronics) HMT41GS6MFR8C-H9 8GB",NA,12003
"Crucial Technology CT8G4SFS8213.C8FBD1 8GB",NA,12001
"Kingston ACR512X64D3U13C9G 4GB",NA,12000
"Mushkin 994050 8GB",239.99,11999
"PNY Technologies, Inc. 8GBH2X04F1AA28-15 8GB",NA,11998
"Kingmax Semiconductor FLGG45F-D8KQB 8GB",NA,11998
"Kingston MARKVISION 4GB",NA,11993
"Panram International Corporation 240D38G628HYKLAFR 8GB",NA,11988
"Nanya Technology M2F4G64CB8HD5N-CG 4GB",NA,11988
"Transcend Information TS1GLK64W6H 8GB",NA,11988
"Ramsta Ramsta-2400Mhz-8G 8GB",NA,11980
"Corsair CMP6GX3M3A1600C8 2GB",89.99,11979
"Transcend Information TS2GSH64V1B 16GB",NA,11974
"Transcend Information TX2000KLU-6GK 2GB",NA,11970
"Kingston 99U5474-021.A00LF 4GB",NA,11968
"Avant Technology F641GU67F1600G 8GB",NA,11967
"Hynix Semiconductor (Hyundai Electronics) HMT41GS6",NA,11966
"Nanya Technology M2X2G64CB88GHN-DG 2GB",NA,11961
"Samsung M378B2873FH0-CH9 1GB",28.99,11960
"Samsung M391B5673EH1-CF8 2GB",NA,11957
"Kingston HP647653-081-HYM 16GB",NA,11957
"Kingston 9905403-443.A00LF 4GB",NA,11955
"Patriot Memory (PDP Systems) 1866 CL10 Series 8GB",NA,11954
"Nanya Technology M2S8G64CB8HB5N-DI 8GB",NA,11950
"G Skill Intl F3-1600C11-8GSL 8GB",NA,11948
"Gloway International (HK) WAR1600CL11SHB8GB 8GB",NA,11945
"Hynix Semiconductor (Hyundai Electronics) HMT41GS6AFR8C-PB 8GB",NA,11945
"Kingmax Semiconductor FLFE85F-C8KM9 2GB",NA,11944
"A-DATA Technology AO1P24HC4N2-BWCS 4GB",NA,11943
"BRC MD3512NSA-CA3G1 4GB",NA,11942
"Corsair CMD32GX3M4A1866C9 8GB",223.99,11939
"Kingston 99U5471-011.A00LF 2GB",NA,11937
"Kingston 9905403-112.A00LF 2GB",NA,11935
"Kingmax Semiconductor FLFF65F-C8KF9 4GB",NA,11933
"Micron Technology 16JSF51264HZ-1G4D1 4GB",NA,11933
"Kingston 99U5471-017.A00LF 4GB",NA,11932
"Kingston KNWMX1-MIN 4GB",NA,11930
"Nanya Technology M2S8G64CC8HB5N-DI 8GB",NA,11929
"G Skill Intl F3-12800CL9-2GBECO 2GB",NA,11928
"Elpida EBJ20UF8BCS0-DJ-F 2GB",NA,11923
"Mushkin 992099 8GB",50.99,11922
"Samsung M393B2G70BH0-CMA 16GB",NA,11922
"Kingston 9905402-193.A00LF 2GB",NA,11921
"Mushkin 99[2/7]218 8GB",102.97,11921
"Kingston ACR16D3LS1KBG/8G 8GB",NA,11919
"Kingston 99U5402-462.A00LF 4GB",NA,11918
"Kingston 9905403-442.A00LF 4GB",NA,11917
"Kingston KNWMX1-ETB 4GB",19.98,11917
"Kingston ACR256X64D3S1333C9 2GB",NA,11915
"Corsair CMZ8GX3M2A1866C10 4GB",41.99,11915
"Samsung M393A4K40BB2-CTD 32GB",189.18,11913
"Essencore Limited IM34GU48C16-999HB 4GB",NA,11907
"SK Hynix HMT41GV7BMR4A-H9 8GB",NA,11906
"Elpida EBJ17RG4BFWB-JS-F 16GB",NA,11906
"SK Hynix HMT451U7AFR8C-PB 4GB",NA,11901
"Kingston 99U5428-069.A00LF 8GB",NA,11901
"Unifosa Corporation HU564404EP0200 4GB",NA,11899
"Avexir Technologies Corporation DDR3-2133 CL9 4GB ",NA,11897
"Kingston KHX1600C9D3/2GX 2GB",NA,11889
"Corsair CMX8GX3M1A1600C11 8GB",78.99,11889
"AMD AP38G1869U2S 8GB",NA,11885
"Kingston ACR16D3LS1KFG/8G 8GB",NA,11884
"Kingston 9905469-154.A00LF 4GB",NA,11883
"Kingston 9905471-084.A01LF 8GB",NA,11877
"Kingston HX316C10F/4 4GB",NA,11875
"Patriot Memory (PDP Systems) 1600EL Series 4GB",26.99,11875
"Corsair CMX32GX3M4A1600C11 8GB",237.99,11873
"Samsung M471B5173DB0-YK0 4GB",27.54,11871
"Kingston 9905428-096.A00G 4GB",NA,11870
"Smart Modular SH564568FH8N0QNSCG 2GB",NA,11869
"EVGA 08G-D3-1600-MR 4GB",NA,11868
"Hynix Semiconductor (Hyundai Electronics) HMT425S6CFR6A-PB 2GB",NA,11865
"G Skill Intl F3-10666CL9-2GBNS 2GB",14.99,11862
"Elpida EBJ81UG8EFU0-GNL-F 8GB",NA,11862
"Corsair CM3X2G1600C9 2GB",NA,11857
"Corsair CMSO8GX3M1A1333C9 8GB",34.99,11855
"Corsair CMX4GX3M2A1333C8 2GB",33.99,11846
"Corsair CMR128GX4M8X3800C19 16GB",NA,11844
"Samsung M391B5273DH0-YK0 4GB",33.21,11841
"Kingston 9965525-138.A00LF 8GB",NA,11840
"Crucial Technology CT51264BF160BJ.C8F 4GB",NA,11839
"Apacer Technology 78.C2GCZ.AU30C 8GB",NA,11837
"Nanya Technology NT4GC64B8HG0NS-CG 4GB",NA,11836
"G Skill Intl F3-17000CL11-4GBSR 4GB",NA,11835
"Kingston 9905403-173.A00LF 2GB",NA,11833
"Samsung M391A1G43EB1-CPB 8GB",NA,11832
"Kingston 9905402-570.A00LF 4GB",NA,11832
"Transcend Information TS1GLH72V1H 8GB",NA,11827
"G Skill Intl F3-10666CL9-4GBNT 4GB",23.99,11827
"Silicon Power Computer & Communications DCLT4GN568S 4GB",NA,11824
"AMD AE34G1609U1S 4GB",NA,11822
"Kingston ASU1333D3S9DR8/2G 2GB",NA,11817
"Ramaxel Technology RMR5030MJ68F9F1600 4GB",NA,11817
"Kingston 99U5474-016.A00LF 4GB",NA,11815
"Crucial Technology CT51264BF160BJ.M8F 4GB",NA,11813
"Samsung M393B5170FH0-CK0 4GB",NA,11812
"Crucial Technology BLS2G3D1609DS1S00. 2GB",12.29,11811
"Micron Technology 18KSF1G72PDZ-1G6E1 8GB",NA,11809
"Kingston HP698651-154-MCN 8GB",NA,11807
"Crucial Technology CT51264BF160B.M16F 4GB",NA,11806
"Kingston KCP424RS4/8 8GB",NA,11805
"Kingston 9905474-037.A01LF 4GB",NA,11805
"Samsung M471B1G73BH0-CH9 8GB",NA,11804
"Kingston 99U5471-002.A00LF 2GB",NA,11804
"G Skill Intl F3-1866C8-8GTX 8GB",NA,11803
"Kingston 9905403-451.A00LF 4GB",NA,11803
"Kingston 9905428-041.A00LF 4GB",NA,11803
"Corsair CM4B8G1L2666A18S4 8GB",NA,11802
"Panram International Corporation PSD3L1600C118G2VS 8GB",NA,11799
"Micron Technology 18ASF1G72AZ-2G1B1 8GB",NA,11795
"Corsair CMZ4GX3M2A1600C8 2GB",NA,11793
"Kingston 9965600-012.A01G 16GB",NA,11791
"Shenzhen Yong Sheng Technology YXS1866C10D3/8G 8GB",NA,11788
"SK Hynix HMT41GR7AFR8C-RD 8GB",NA,11784
"Kingston 9905469-153.A00LF 4GB",NA,11784
"SK Hynix HMT31GR7EFR4C-RD 8GB",NA,11775
"Kllisre KRE-D3U1333M/4G 4GB",NA,11774
"Nanya Technology M2F2G64CB88G7N-CG 2GB",NA,11773
"SK Hynix HMA82GR7CJR8N-WM 16GB",NA,11767
"Ramaxel Technology RMT3170MN68F9F1600 4GB",NA,11766
"Corsair CMZ8GX3M2A1866C9 4GB",89.7,11763
"Crucial Technology CT51264BC1339.M16F 4GB",23.99,11762
"Kingston 9905428-427.A00LF 8GB",NA,11761
"Corsair CMSX4GX3M1A1600C9 4GB",59.99,11755
"Kingston 9905428-045.A00LF 4GB",NA,11754
"Corsair CMK4GX4M1D2400C14 4GB",69.99,11753
"Hynix Semiconductor (Hyundai Electronics) HMT351S6CFR8C-PB 4GB",NA,11751
"G Skill Intl F3-17000CL9-2GBZH 2GB",NA,11751
"Kingston 9905402-532.A00LF 4GB",NA,11747
"Kingston 99U5584-010.A00LF 4GB",NA,11747
"Avant Technology J641GU42J2320NL 8GB",NA,11743
"SK Hynix DMT451E6BFR8C-PB 4GB",NA,11743
"Kingston 9905403-632.A00G 8GB",NA,11737
"Kllisre 8ATF1G64AZ-2G6E1 8GB",NA,11735
"Nanya Technology NT4GC64B8HD0NS-CG 4GB",NA,11731
"Samsung M391A1G43DB0-CPB 8GB",99.99,11728
"Wilk Elektronik S.A. GY1600D364L9S/4G 4GB",NA,11728
"Kingston ACR16D3LS1NGG/4G 4GB",NA,11726
"Kingston 9905428-087.A00G 8GB",NA,11726
"Micron Technology 18JSF25672AY-1G4D1 2GB",NA,11721
"Buffalo (Formerly Melco)  2GB",NA,11720
"Wilk Elektronik S.A. GR1333D364L9/4G 4GB",NA,11717
"Corsair CMSO4GX3M1A1333C9 4GB",26.91,11714
"Corsair CM3B8G2D1600K11S 8GB",NA,11712
"Apacer Technology 75.A73C1.G00 2GB",NA,11712
"G Skill Intl F3-14900CL9-4GBSR 4GB",NA,11710
"Samsung M378B5673FH0-CH9 2GB",NA,11706
"Corsair CMX8GX3M2A1600C11 4GB",47.99,11701
"Transcend Information JM1066KSN-4G 4GB",NA,11700
"PNY Technologies, Inc. 64D0JKHNK 8GB",NA,11698
"Corsair CMY64GX3M8A1866C9 8GB",369.99,11695
"Samsung M471B5173BH0-YK0 4GB",18.6,11694
"A-DATA Technology AM1L16BC4R1-B1PS 4GB",NA,11692
"G Skill Intl F3-10666CL9-4GBSQ 4GB",13.74,11689
"Kingston 9905428-123.A00LF 8GB",NA,11686
"Corsair CM3B8G2C1600L9L 8GB",NA,11686
"G Skill Intl F4-2133C15-8GRR2 8GB",NA,11685
"G Skill Intl F3-10666CL9-8GBXL 8GB",22.62,11683
"Team Group Inc. Team-Elite-1333 4GB",NA,11680
"Nanya Technology NT2GC64B8HC0NS-CG 2GB",NA,11679
"G Skill Intl F3-1600C11-4GISL 4GB",NA,11679
"Kingston 99U5402-435.A00LF 4GB",NA,11678
"Samsung M391B5173QH0-YK0 4GB",69,11670
"Corsair CMV8GX3M1C1600C11 8GB",39.99,11670
"Apacer Technology 78.B1GDE.4210C 4GB",NA,11669
